Serial Number,Project Name,Promoter Name,Last Modified Date,View URL
54,Ruparel Jewel,Renuka Realtors,25/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=%2bMUZKu8C0uEDcqJstFP4eT34w7ezrxGRs8qIKM6kOwpqDCjbAvCmBUVrTYaDnCrq5e8b4keEH9R%2bJamwdbliOM%2btgOMoGfBDGdf%2bL3LfUXW7qWbotNU5w3%2bXnL8kpAjvDt3fFtZCena8nyu3Ckl3Kcm7Y8TItvJLRwilivzmF0iVMGIwLsESzw%3d%3d
55,NEO PEARL,UNIVERSAL BUILDERS & DEVELOPERS,18/03/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=4E%2fBYjZ21L7%2bCouve4TiimkiX8yLWu%2bRTtUru9%2fq6yrzHtj07qD0lMjWa7P6LjqOE1rpn%2fnvCG%2b7c1neqV2Z6NPqcKSdTgTYXVtdchsRru2yUeidzQy9ERRLKRJbDhLZzceHZblReOtjWVTFVVih2QrXEjp490Z52nQ8YNcIkSBHEZ4hO%2fmO%2fg%3d%3d
56,NEO GALAXY,UNIVERSAL BUILDERS & DEVELOPERS,11/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=dXMMtVKKPud%2fVJKrxlxZSUsHGwQjP0w68W8GIo89RLAc8%2fTpDmlBH9xXRtY4q6acghEpaVMOZwbLzUA8gfaealSTbzXb%2fhtNh%2bHClRy0iayK9VmNNttRYP0is38phhQGHKTkVT4MTVId2PkaTq8yWyKTggJjCcf2IVoM2Z1%2f6RDWx57NfY%2bMPg%3d%3d
57,Heavan C Wing,Heet Builders Private Limited,11/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=mx%2bIAp5NLV5TW%2fciy27nX2kLP0siOq%2fu7ekwsm4fm%2fSEKCJc%2bo%2bHNIlw7f2xbqZ56tSd9VKT11JOo1cCrCCS75zJ8VRWNmtXPAqxckcc2ZTfnJWm0mnfhxJSplSe7nyWtUgSHQWWUZ7pb1276k1YazOu5%2b6tg4PY7xkCXYm9Aoa5FOr92zBw0Q%3d%3d
58,Ruparel Iris,Ruparel Estates India Pvt Ltd,22/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=Nk2Z2OSOEQlq0HbVEStdE3uJDJsIhabz6ejmQsSWwn5jkIW%2f7y7ZdRArHBeUahPR8gCqC4%2fqdz2Puz5w2WQWbKZOl6yrxas96N0cFOmOPPrVBV3yDAqpqcrriuimCseuI9z3Do5titLooHbf903gowbKc%2faeFm1Ws1QK2CLQops2TFqbEX8R1w%3d%3d
59,EKTA INVICTUS,EKTA WORLD PRIVATE LIMITED,20/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=FyKLBD0ZJ5ZQx58ubwxTT3SK0aZlP2ckvcH%2bZnuGDD2NrAX%2byUn0MueWDDsSWOonxmjfQn3VvhkdpdGTgx2%2fvJyii9ungAxSuvbyuVqDVPgebyz7ihbE4%2f4wBrc2kE6WIKJ54t23JWV5JKgnC42IidpIg7sg6c7tiOEkoHZOEtu4%2b4JZ02QeBA%3d%3d
60,DAFFODIL,BUILDARCH LAND DEVLOPERS PVT. LTD.,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=rMvVR24CNT2mLNBygEnay%2b81s0gpVtdt6nlEFaImV3sL2%2bo5Uh8oKIiX9%2bQujE%2brkysj8F49Q5nylzsGZj1HKsCv7zpRG49GRRKdghpbN6mHwxN%2bUNiZElrs0AVmtpwpJmWeI6C7BQUmoBGwXVMGenRHy7F278W%2bPVYkSGmytkaePOcGV0xmkg%3d%3d
61,HEMLATA,Hiren Laxmichand Associate,17/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=9qC%2b2hUCrv8S8TG48ZoNuZGpFKML3rLQS9XsPBgc%2fHa%2fR5Ot334Y1A2FmpsC5sndJ89MD8F%2bQqqZNxo4QCFVTE5tOB4xOCgWD%2fC69hKTr8J6J7uS1egbweqhorL1rKHnfXhUYy1kUjWbc4tcjrizSecIBGA5Z4%2baw%2btSkbJDkByiBUrVlwgRnA%3d%3d
62,Greenstone Heritage - Wing -  D,Beauty Lifestyles and Homes Pvt. Ltd.,25/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=KHBptq%2fwCg4lEGyNtQbxJorFQDk6DJWEA5%2bhBDx1qKvFz1ylvVVyWeGzNwUt7g46o82jDF7kpqJt8sjk2swYDfro2qXbO571c1Yz1MrK05YFxU1VqJjjqIihetemS40qNs2GTcH6cnRn0EDB7iiidrcLTR%2fuyNHuJ15rZGUT0sLN1kcnQPb4lg%3d%3d
63,9ALMEIDA,SACHISHAAN DEVELOPERS,04/04/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=Eb%2bmttcBvUjIfZXQHVNE5cL1z5lKBFRNuGM6AZJoCP11DUD8mKZlgc3MVUNGdmRcq4VlskIQMrZJ%2b6NU5nsbiEpckuDRqCzX45e2yFs%2bUoY7xeKUY09IkJo4FBTeyGDiHOCMqvoWql3NmUuyxNiRzbM2115ae8gWXwL3YmtCZWrjaA6pnVABzw%3d%3d
64,Kakad West End,Kakad Realty Pvt Ltd,10/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=9YeWzAwP1G77rVxL1MIMX%2fbcqn0BD3KdeQqZuf0gV1P7Hr4JNk8R7qIDEMixORCXzwhxFjWd1k6HynC9uyRYvPm2VhmOSOL%2f9FNebuq6Yp8YE50Ax7jm%2bBcB9mZJWX12dIfSCygmmuHAgbKZTunsp9aq3hv7%2bx4bJZ8EQPb2RoOgAb7vHaWocg%3d%3d
65,Raj Heights,Shiv Mangal Developers,17/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=86NHdjf8u6fptpykFgRiyuAvgvxq1HYp%2flcLJ2crphS542HZiv25Qw%2bzLQhKsph%2bLCK7Ud1%2boJWPZZMc7NkN515MaeZTrSuUTCYrvsZS5XQmakwiTTZyHW3IsqxbjDO7AN7HRITr%2beKGqvPICGwqtS1FetZcqT3611xn17Wqlv92cY%2brsK7vvQ%3d%3d
66,VISION ETERNITY,VVA Vision Realtors Pvt. Ltd.,30/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=AkTAjJnLRzTHSpqVFcZGkE0eHpqoXkKOecVeedSY66OiOjUxOtMIlbrkPd5d1pS4AsQ5yD31hf09A9383y1srN7e%2fsbKPQ7eqDqALcmaxi9Uia7yWUN17VvTySU6hgACzwN5v%2b54gWoyVKdgJbo9F%2bLjdwqDca%2ff8tWrtbsQManpuEriMjKL6g%3d%3d
67,ARTESIA - RESIDENTIAL WING CONSTRUCTED ON PART OF THE PROJECT LAND,K RAHEJA PRIVATE LIMITED,13/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=d%2f1tM4hisOqOoHbfOnz%2bne4389wPlw%2bTwZeRyBl3znlfFX8Xb%2fSaKLhW6%2fuBwnE2tdN0PllY6GSkZ1c%2bqM8DExackhEbZ%2fTpdP7iAHyR7ysCBLERshiZQgQKiwcRhRuYNySQ7nb66V8UnLjciGQWhwWqi%2fyuGWqYEPBbcDhQb5IN3MLWbF%2bBCQ%3d%3d
68,Ruparel Ariana,Shree Siddhivinayak Classic Construction pvt Ltd,30/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=NfzVDMhx2srYrpIsVIosI1%2bLMdhTLJrxtYNCsMtJsBBPORIyKuXnTQIgr5a2wZR%2fidE297j1F58zgCb0LG67nIFtVc%2bK0r5mIEhERVhh2trFQRZyeyLjM2ec6FgjxcWXQN0Wts1ed46gJPrpAMBd3hMQlMbS1jIQC%2blMlinU5LJBHwLTxJ1vWg%3d%3d
69,PLUS ART,CHINTAMANI CONSTRUCTION COMPANY,30/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=X8k5%2fSEhmcJENSqkoerKzbeDYe%2bDLhAKQYB0w%2b1qts5HDtiEIKwSwAjKQtQBGHCPbaFjs9sZNQYKo3oJB%2bpkuaAOaAJjV%2fV4RYNgrggiS%2fDlwLom2lxwpSKRL6WqD4ogb7scFpLwMXG5f%2fRIAMc8XblO4koebeZRaoad%2b%2fC2uIYneY2OEwZ5pQ%3d%3d
70,VRAJ TIARA,VRAJ REALTORS,24/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=OmVestBu1nnqnX2F7MCQnhCN%2f49p4QAqOg%2bAToPwSXVD2W%2biGPCCVYPKKYqvMZVWaze%2f30uNc05e6nX6Mzeza6b3%2by%2fK4fEDtw0B0dzLJaOaXPm6gvjg7uK7pck9VVOccUVlpH2dRNR1SK6eRV3uX1zFE2PT%2fXuKWnRWemUEzpobECtRG2vQrQ%3d%3d
71,Orchid Atrium,Gawde And Associates,14/05/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=4U8X09qZt32vHYfIlEMu1NaIwjjjDYFF12ueDhoOKHqmr6dsklcH7519odBvf9IU43oJbLPYGZZPXnZBt43xN36IR%2bhPw3rhLM7Zt2h%2fRUKP4gTjraonaXUGr0yuALPn2BPI57rfZyMgiuwye1KtnmLrR%2blfpGdZsmt6aAotyIiqojP%2fld5Mxg%3d%3d
72,Kesar Equinox,KESAR CORPORATION,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=pkhICxdNlM2aY%2bct%2ft5uGbcEDdN5sq9EOqY6%2bDzis4IWW0IM3E9%2blwWLGF65bUxBBncDVo%2fd%2bEJiq7XYgU6zFmmW51lF1hq4ae8AseBsbJV1ynHyk4A13rvQWYqweFTwTOX4VWyK%2f3TIa6CK891RWHIunQtmPla9fZuMOkaZd%2fMiKGx6jVQNTw%3d%3d
73,AMOGH,Bhalchandra  Wadnerkar,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=nZnsKFL0X6wpKY2PUE9lEy2OEqaD%2f12h92O7taptWXfEbw4iR0x2c6SnR0EtNPHApLP1Wa%2bMGhTNgfkqUIKg9tGYah%2fz9eE6d4tx%2b6rTf14CDY4fwP74kkQ3Q1smfGWE4Ed9EndMEmLmMHI5WDZiFeovNJ8xCHg3rTB2bmKf0wO8ejFKYWQ3Ww%3d%3d
74,NEW CUFFE PARADE - LODHA ENCHANTE 41st to 43rd Floor,MACROTECH DEVELOPERS LIMITED,27/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=YsZ8QqTs2Fzwu7cjxEhRsKWmPDx030swZf6J5Hs3fMo2Lb5%2f6PRATzcfAQPjXW4nL5vnMhefIjDR8bXZrVVqg45IaJopf7duvSwFerkmb2NnKFHff9%2bHZo82DRaxTEBZS0rtlKcAXg6VDUyxE5yySYlRLxopGTmGSgAOZoVwompp5tbUAiZjQw%3d%3d
75,NEW CUFFE PARADE - LODHA DIORO AND ELISIUM 41st to 43rd Floor,MACROTECH DEVELOPERS LIMITED,27/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=38EaDQzBEQE%2fOa5uQL4T2C9WQP7HbwAjW7PKU0EEumrPKeJoqcl1fnA44LWJMbXzqVrPi%2bZMtL9xivsQeCo%2bm7GxgJrhSVUIWkqtPVKwNTGhsl9Nt4Q%2bMqgLn7sahFimEQzaoJlLLVfi%2bvfH1RlawnQJ1WlFIg6RC1FXxtMT47m44qrNyiVjAA%3d%3d
76,PRAMAN SPLENDOUR,Shreepati Splendour,02/03/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=4FO6O0AB1fTluJ5jJocLeVmp300jTNc9gPcap4DI4d7RcJHeeZwL4QLFNZ2eqRK%2b%2fx3tcesQ%2fDAnwGCfPAJNyMi12P0e4LnNydTQtxgjCIvyw9uNsd15urBDT3k9DZb4jl9wA9q66SUe1Q2WfxMOGK4zBZ2XYHjE%2fwUBlmSI%2bui7A7izmcdkog%3d%3d
77,NEW CUFFE PARADE -LODHA ALTIA ,MACROTECH DEVELOPERS LIMITED,27/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=XevWcTW8oLfAPukxu9wVj4H1Bg3rpZN1pVXLZBftMbmoawLs0GA4WID4OMB7ZjnUQ3eL9ZdxcEs6N%2fwvbhg0hBiNwlsW5MenlAMZ65aart4eZUEABajw6jvoffGr%2fEdVSeHAh5Ho2t67KecTVVcb44yULGZFVO3gRZ%2bfXT9M0y%2bdKTLnI06S%2fw%3d%3d
78,NEW CUFFE PARADE - LODHA ESTRELLA,MACROTECH DEVELOPERS LIMITED,27/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=4Hjh%2bXTZN1KGVlROZ1HsFa9erWgdoLi0SVDUM3N9Co1pPkwzwD0U3e%2bOAv8yCK6KDAQ70sqAmSdwADYHur7tbbxrUxdgrUx%2bRJYR1RU94Ip%2biNBEcNmaPd2MiHlUuzVmofHJxFmqWCNglxisG9zaOET4wXsDAJipQaRTvNZWgGrXEZAn0oCRBw%3d%3d
79,MONTESOUTH-1,SWAYAM REALTORS & TRADERS LLP,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=AJCU8kmYQnb1oVGqNsA%2bGhJnnJzFlS1lrvlmX3eoQbvfk2ejee4hx5MMKWidS5Q7x9lMU151AA8Ajv%2bkxu1a5DZOcMwN2ngCIYcmYNUCxBlIQe18h8PStHj7MOVt0a%2bhBKlHtci5HZmSSaBPxVfQR%2bzAP3K2eyP1I0RjM0Arbf7NbMLSrXuLJQ%3d%3d
80,MONTESOUTH-2,SWAYAM REALTORS & TRADERS LLP,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=1iYWkFL7eR5nxkH5ij1HJVtxej%2fcqHXPrDok4dPHRbuQ%2bg5KObpE4P6FXCFHmNUIohos49wJkR7R68iKkziX7cyNVTOZB79cbMPkn0iTXnefhhkwZRh0MSKU8c9VkVcQ%2fm9n49RUAyll8IAK2NUpe06gFyetL%2bANZek5GeBnJCC6bz4SLSIg2A%3d%3d
81,MONTESOUTH-3,SWAYAM REALTORS & TRADERS LLP,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=22ggyCa2bWantWauf6k%2f0LYjk3qy5v8XgFNnLNjJkVF9CdV7i02UTBlhfdg4fsslYDohzWC0IyZjRZMbDh5QBtmABK%2fouXCRhhvUHgJLjHsQsZMlZI9On1QCjYWkVq24FEjYLJPJRUX97n8Kti%2fS5uT8Cqm%2fKugeX09C2RjrzRtq4yzW2Tctmw%3d%3d
82,MONTESOUTH-4,SWAYAM REALTORS & TRADERS LLP,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=ISw09QQE9ZvjbHjo71GOo%2bYVE53a17YqurX92zgi2LZBhwW7%2bL0391kyDK3LgKJSVHfkUR4PJIiGcqbZYb9XXjMquN%2fvnVQrTP1h0zk2JMS1JCyqekpWbM0KobTF%2bnjcsh1sAPfIv5%2bHkJs5TWyz1Yhe713pt839aFv5d5io4ll%2bep5l22VKmw%3d%3d
83,Tridhaatu Arista - Redevelopment of Shanti Niwas,Tridhaatu Builders LLP,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=DvBjd7vgNk4E4E1RBCA9NxBXxqo5gCwEhZ6cfFRrbTQZEy0UKoIyLF7AlkkYPEG6CBgtyjlMkPdDmktHmoFq9%2ft227Ch8gJ8YNPH4zNB6Tim78Ch5PbKSt8SQW7%2fJcbVjNoqcAN2%2bJsUiuqIFdiuWFSIa6c0n9%2fd0d8vEcRG%2buhcSIByhnsHQg%3d%3d
84,Yazarina One,Keystone Realtors Private Limited,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=WfhUsTKrT1Zn%2fThhRwjFUIb6q3JKGEy1AHaTkN3eMHP6iXA3MX5UTi2b2L3Ty%2f7MhmkWKhlu8ViVa0RPwVAFs5Oj4E1cttyrlR4hWtirk9D3EicifmAMQRD4noA7NBV5EDBIVhR8JJBR23vLgcm8LyYSXstYiZSKE8UlfF8w0qg%2bFdNxSoWv1g%3d%3d
85,ARIHANT TOWERS - BY MJ SHAH,ZEUS HOUSING COMPANY,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=yNoBeWKymikBSFvJh7iM37Pyf2NXlIKSx5aR7hwXKe%2f2tSphyVDhB2J7UzO7ELKaUXa5m9zyffVzQPfRwcRjDc43rNr%2boP%2b3s2g45gF%2bPVDFDVX%2bgnsim2uuGW5znxSvdHcUS9LYd%2fgwa6vWULJcrHNiS0RYlYFDovaHHF8%2bjdh3uIBbgVHlqQ%3d%3d
86,KESAR HORIZON,KESAR HOUSING & DEVELOPMENT CO,15/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=8ysoHJegrb%2bCsKs%2bcxbDeOjlufRf%2f%2b4b7%2f84biuExEnhg9RlqluJEa3AJYzlkkicGI4zE3ywzn9PYTuTHONfY2IXWkaZczigWZG%2bX9D3XDXMg%2bCtE43oLty%2bhUOrRo4y4KOfwTy0pKvJqpcmgfrxh0uR3tVc5lx2hDOzEQE49E0rkkInKmn7kg%3d%3d
87,JADE VEDANT,National Happy Homes,12/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=JXiggnInNARU76wsXqUWuzKRzAH37i%2fS4CuUV2kCnZ1P51JCFB%2fY7BSnCXxayUlkPeUU746XvjczVBeHArstaWv3cin4P5VEZTuKDkHNZ9GvU7KvkPif%2baXUMYDNfjjA8jcFcIeXtZHnl6DhPe%2fIGgdRkWQtHwMwA9mYt7NH2E2Y9mUvtGmAeg%3d%3d
88,PRAMAN SOLITAIRE,Purohit Luxury Homes Private Limited,12/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=xongUVqQZW3YfkdqjuLXEN%2bsxSdOjOiYBHxx4FSLJZzQJ6tOzxr40eLaNj9qB60Y6N4mtXg0JhWVymxuA%2fUMgMmK09V1tyy%2fpQAjHYT7vpIbYsL7KxAZ%2b7uxptfS49ncMU7PAGgfRvwnR3yqls%2fSMVQVkJRapHTuhYpkHKzpObftLofIDX39qA%3d%3d
89,Samar Heights,Shiv Mangal Developers,11/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=lPLy0yVw6khw6BNIyaRnBbKz0ZvjJ2a3G9ZvSJ01D%2bXXZV%2fPG%2fTO%2fmeF%2fJDhlEePHejZ3m9ULW7EkU0SD4MuMH1DFIph2hPoI0MdPPtXBzyVMCvG5NQ4%2bM2OCaN5s38K3tB3FcYtzNeWTmnLnikbqiFc4ox8sfpuQtBpY%2bWX4hNCKv1eSPVY5Q%3d%3d
90,Kamal Kunj ,National Happy Homes,12/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=nkVUHI6F8ItNdEyAaLfDum47zR4%2fw6Z551cIIjoFijKPhua9lqS%2bm%2fk28p6ayUyJ%2f8fh5Tr2p6DU%2bl3K58TlmxgAsCfaCcwGbU%2bnjSFdJviovVd%2fBNpNohw3%2fciLQpq%2bG2ktjYujJ2102TQvuT8r53RlH21jMFWcgsDlnD50d6VHOL4vIe%2f%2fZw%3d%3d
91,PRAMAN HERITAGE,PRAMAN DEVELOPERS,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=qdERtvHfC6UnHovlEEqot98vd5IbEM2aUqSyccXBbQNv6ycZBN48cR0nt%2fOSOUQ8dILhfhFYVhLrfQureiF%2bNYLUzCutFzAoLionAu6g1mHxFz3aXX1XYO%2fTyBUDZ%2f%2bAtA%2fZiJD8l48e%2fwBk9nVrze2QZNrss%2fPO8r9WmkHgf6i1FQn62ecbwA%3d%3d
92,PODDAR SPRAHA DIAMOND PHASE-I,Poddar Housing and Development Limited,17/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=8NcTfyvmcb246j0tDZSwR08GLd%2byNeS5E69sCD0TquJ%2boUvBulOvzI8Xe1C2uyu%2blhF3Gf9aE6skBvfuuo7%2b4gyOOueiaQkUnKIQzThKNtF7TlPuhFMiwxL%2bhjEKVcyNlopVPxutfTFOHymkr%2fpb4zOVd8MgQXh9VNNM%2bh2HstV8GsayLlpT%2fA%3d%3d
93,MATRU ASHISH,DEVESH NARENDRA JANI,12/03/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=Ut6ylK8y77DbnKQeuiAzNOhoaG2ga47nQA32KbT9t%2flD65kSra06E8ch44sQGxLdYu6Wlp246QojB3km4vCDzozySjqZj4wSeApyUO2qGMe9PjrsTsSXEm4Fw2a9IxRXJ3ZmKJkAxIyMFEs1hn5hFQy5XUrsyKyWFR9QSNKiJroItd0uf6H39w%3d%3d
94,MONTESOUTH-5,SWAYAM REALTORS & TRADERS LLP,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=xAMd9Z0btez%2bV9VVcxXkF2YA8VC%2bdefN%2fuOIV4h%2bJQLmvtboniPjoMesXdBAlIMUHzFDabnAfZVQJeI22Ydli9Md452QU50%2fVESeTPGP94CPcVaDdgwLxxxG%2fRud4fMfPzdypPJDRvCBwtMWlyUSJyHtZpyQzP8I1Vj3UI30ameA9lOuFwkq4w%3d%3d
95,MONTESOUTH-6,SWAYAM REALTORS & TRADERS LLP,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=nJ%2bptho4aq%2fbi7OBkzVbzGe0uRVZa57MZ10yMgaeXS%2f%2bpRj7FGWmBZCcDo%2fcuNf0Q9vfokc%2fVWyuPc7VBRLRCK%2br20kvPmp7zzL7j2zLj%2ffrEk7tL3YSJRTNslM8635wnb5KBrHIODlFvQgHthmYvYIQw6paUM1kELY%2f20v93ml24ymM06%2bJuQ%3d%3d
96,AJMERA CLASSIQUE,JASMIN KISHORECHANDRA AJMERA,17/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=Bn1kBaqxtYDowvfbMc7zsIau0t8LHIjAWo%2fGiwb%2bq1LzGbMsd4GbdXFNyZhQE%2fqXb5PltkKtRLUf%2flUb6FHDfC%2b1qZ7tIpjiFx4Vu8AxMGFLhkqc%2fiAgbhAZ13dyLz9BRzr4r8rPXwZr2Y4DyE4ABVnWaTJNVLXNQHtvvHO7fvbyMIeX06NiQQ%3d%3d
97,AJINKYATARA,Bhalchandra  Wadnerkar,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=kZ55zro7la5wr85kdMHjgSI1Dip%2bgx4yKaa28FU6O%2fCQHtMoyeWVJoQeNKII2TaQ7hGrtQsrRXPrFarITmkGgmzT%2fY3QKBjZepoHSmCYpQtOcsSC4RkaqLVbNL2KsHmVU98DzY6VvamE09a8BmO6fZ1RMLOTT3e2ZWuCaqrAppKkxqtfFvocQw%3d%3d
98,SHREE SAI MAULI,DILIP SHRINIWAS HATE,11/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=x9tn2FTnQq%2fMTycNrzySidKi1VQnhW%2buKjsrx3zIlLBT9dYgunXvSbaGlBdadmYLxcge1jvH1akFUG1gZz8aFHcY3Z9lyGFZUeDjSiZJDeu4PJYt%2bmoPewdc7zi%2bN2Kaw7Whc4zoLiGvpVDOD622RvThEZJcU9XCVKP1zAwl%2fxFf92zZAsOs5g%3d%3d
99,RAJ CONSTRUCTIONS,SHAKEEL AHMED MOHAMMED YUNUS,07/02/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=sKzkFy2qkeRFX4eorUXbHXd7WpJA3Ji2B4ZgCVgdjt1Fb1Erb5%2fIiWvJenBuWssxkT6OwXIf%2bAXVqUeB%2bYeug%2bJQe2kcerm0tYRwR%2b5964uwgWYqrW7nAgFuZkI4L6tcZnb1XUogYCjE3IBEglYZOoyqLjNazQzPMc2n3FBDU5%2fiSWPF%2bJ4eBg%3d%3d
100,RUDRA HEIGHTS,GOLD PLAZA DEVELOPERS PVT LTD,20/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=bgUbszzQYNS32ztB19XuP2G%2fTnRuDFtM7SXT7X25ztbirIHQ3HYw75BW7w1%2be283it8Zq7EKePC5rMO1%2bTxYCqgf%2b7wsl%2bRU2EzM31f3yxz0VBobtskozgX6yQDkmv%2f046E46cVhFaHXrBErhOE%2fiDDqIvHZAKu%2bsKYMRNkq9QfDbdgN9yYvAQ%3d%3d
101,NEW CUFFE PARADE - LODHA EVOQ 41st Floor,MACROTECH DEVELOPERS LIMITED,27/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=lTCgtNXYDSucjd9I1F6%2f1spkC0mqD63qR72GxvMTMEDtqYlvZ2QxAbwBNgOi2mmQzrgxrYjT4PUnliiemJbJC1WbgnGQYY4VB%2bR%2fHQVTV7SAyDY8hwFyqMnIx3AFdpPtfnERE8G77vbGr44%2bdbxvCQHSMM%2fGZoBmoc%2bt6%2bH64kRML1WWbFUi0w%3d%3d
102,SUMUKH,Bhalchandra  Wadnerkar,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=%2bMjVMRXRv0D7blfPwBMMXyKtnzUcVid7NshwV%2fYJCFL%2fQNJA3fe9Nj%2b4wyYkA8QWe8%2bQt64WH0PNwdKPFhPyVDKFYQMjfxTlepr7GAMqrAmt%2fKHDantYZBEjXxGMv4dO8rxx7qpsxXgej2AN0LuKJi5ELBPglwkSyd3jSjiRi42XzVt4BkeG6Q%3d%3d
103,Aden Court,Gupta Housing Pvt Ltd,10/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=3zjG3tqFxUazP5p8UBAodjYQyfiHptvLuEju%2f%2fvz8wmVI9%2fCflIXBnxKeD01RhRFrck4frLqC6oXqOvlYowMLyiVSpwSrPLr82%2bBZ3k7vromA06CgmhzNXDuVLlEsyv4aYm%2f1pyulaDE6db48NA01M4ntYH5d0AISiMVPktzPYfJjTW1rGVCrw%3d%3d
104,Hubtown Vedant- 14th To 18th Floor,Citywood Builders Private Limited,13/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=lMHJE3gYW9mn3e6p5seHPeWjivgqENDkW30fJavIJ85CNm0dGzFdIG6Wz0SzXsy5A49FAtk7drNpwtWKBkNB4gAEbDQ%2f%2bhVTwjHSW5WV3%2f%2bwrxThh%2bfVG%2bTJMycV47zDdrsIVh43%2bKb1i%2f9r0LYkrPRuPg2LEPOs7H06o5zljS5ythsxLkUhvg%3d%3d
105,DURVANKUR,SAMEER MUKUND NATU,17/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=RSXaKZ3MJNtocIlf9f0mZtyIAGk9wVlmKJ7GMhUpvYw9SIHrr%2fyN5TzvQAvFN04DXSQLAvSM4EP9NIue%2b1yOC5QPPgUKqXLQI85sQjUpWZ8wbk0GEgH9Wm0PRAzkdFe%2biukgMeeyT3QjM5%2fu6OtvLrx8xRscGOFxidibrPYWt7ZSAj6lD97%2bYQ%3d%3d
